feature,importance_mean,importance_se
tqwt_entropy_shannon_dec_6,0.055797450560023776,0.006584471374572977
tqwt_maxValue_dec_27,0.055757182644663505,0.0016541857457595375
numPulses,0.055662779338169,0.0055749105114473564
tqwt_TKEO_mean_dec_13,0.05550962593901625,0.01939471066005711
det_LT_TKEO_mean_5_coef,0.055508447627158654,0.00774329854831827
tqwt_energy_dec_24,0.05515279648062653,0.02635300579407865
tqwt_entropy_shannon_dec_21,0.05494258488351552,0.006092901773705591
numPeriodsPulses,0.0547253142973821,0.0055405389986810565
mean_MFCC_7th_coef,0.054600940533348366,0.0025889672924707292
det_LT_entropy_log_7_coef,0.05455993538286822,0.005882350533814489
tqwt_entropy_shannon_dec_13,0.05438676094779973,0.010205588631200987
tqwt_maxValue_dec_20,0.053959966363617426,0.005848322868337002
tqwt_TKEO_std_dec_5,0.053853855877478166,0.012564491274305176
det_LT_entropy_log_8_coef,0.05358840031305934,0.011033986254686715
mean_3rd_delta,0.05342908245495691,0.030998297612420886
meanHarmToNoiseHarmonicity,0.05333891009199524,0.008664910876619535
tqwt_TKEO_std_dec_30,0.05298161023534538,0.032532271190860745
mean_MFCC_12th_coef,0.05292005730638501,0.015655345047652626
det_entropy_log_8_coef,0.052876737831558496,0.013313664038702216
meanIntensity,0.05278264403524422,0.00523094311881731
GNE_SNR_SEO,0.05274896449212083,0.014250283695586285
tqwt_TKEO_mean_dec_24,0.05232810628874531,0.01934468789927997
tqwt_entropy_shannon_dec_7,0.05230060384109597,0.005772350872503569
Ea,0.05168365796055498,0.0043274553891885
tqwt_minValue_dec_35,0.051621686232426814,0.010154197493743841
tqwt_stdValue_dec_10,0.051484089964341465,0.004863350552799545
tqwt_TKEO_std_dec_13,0.051431867493326865,0.02204397420488184
Ed2_9_coef,0.051269741018574774,0.006105269709342251
app_LT_entropy_log_3_coef,0.05119924471039776,0.015662102631213815
tqwt_minValue_dec_27,0.050850140378641814,0.0016276976982554526
det_LT_TKEO_std_4_coef,0.050815092609137524,0.02082714886557063
det_entropy_shannon_6_coef,0.05073879892152357,0.00719334174580528
tqwt_minValue_dec_20,0.050548063438006385,0.00615698282385705
tqwt_entropy_shannon_dec_28,0.05043545082976388,0.011263208942708111
tqwt_stdValue_dec_31,0.05026419642997575,0.00859120061188996
tqwt_kurtosisValue_dec_11,0.05018903054799837,0.019763893980720378
det_LT_entropy_shannon_2_coef,0.05009887937857299,0.00485213905808291
tqwt_TKEO_mean_dec_5,0.04987302036232953,0.01097443255619797
det_entropy_shannon_8_coef,0.04987281372460982,0.007681684928961201
tqwt_TKEO_std_dec_34,0.04968401574460313,0.01825731306694482
tqwt_energy_dec_5,0.049541973087061306,0.009846114438856957
tqwt_TKEO_mean_dec_8,0.04936851139082922,0.011749988193496489
tqwt_energy_dec_19,0.049144176204101976,0.015572647035005572
Ea2,0.04849460260262798,0.004503735132949823
minIntensity,0.04816453458983476,0.00281578797983572
tqwt_entropy_log_dec_21,0.04808758656000662,0.006274200716655991
det_TKEO_mean_8_coef,0.04802244960649552,0.005782873400863968
app_LT_entropy_log_2_coef,0.04799802119764901,0.017074823983809294
tqwt_entropy_log_dec_27,0.047984539522008915,0.0019452664812605516
tqwt_skewnessValue_dec_1,0.04780341749601135,0.02069080901763574
tqwt_TKEO_std_dec_1,0.04772523122173632,0.005449612307752648
app_LT_entropy_log_1_coef,0.047523872076160975,0.016314789407674765
tqwt_medianValue_dec_36,0.047506309222329554,0.010667009953914394
det_entropy_shannon_7_coef,0.04744601099402417,0.011229169148233267
tqwt_stdValue_dec_23,0.04697637993186116,0.010203316936731722
tqwt_entropy_log_dec_4,0.04692218660366025,0.0009563087889086605
det_LT_entropy_log_10_coef,0.04683094779282937,0.007566347077675949
tqwt_entropy_shannon_dec_30,0.04635816562773393,0.012957968012313437
det_TKEO_std_8_coef,0.04620084393460446,0.007285052978758435
det_LT_TKEO_std_7_coef,0.045842886883668874,0.009792152115035266
tqwt_entropy_shannon_dec_1,0.04578429047091868,0.019875113588064822
tqwt_entropy_log_dec_32,0.04571496563537384,0.007222917574101926
tqwt_maxValue_dec_10,0.045653246219525746,0.013712597945997695
mean_MFCC_1st_coef,0.04546908315343735,0.005838453499488851
tqwt_stdValue_dec_13,0.04539772702377641,0.00992575109871462
tqwt_skewnessValue_dec_8,0.04531539589334122,0.010880153989937956
tqwt_medianValue_dec_25,0.044787908392020334,0.010641711430811069
f1,0.04475290110045573,0.006282495418706925
det_entropy_log_9_coef,0.04466541740662559,0.008876695447702778
tqwt_entropy_log_dec_1,0.04452374449620361,0.002512445703962226
tqwt_maxValue_dec_14,0.04446724175100283,0.007025093674555799
det_LT_entropy_log_9_coef,0.04444597223662907,0.0078049144358246095
det_TKEO_std_1_coef,0.04418400692152581,0.005831842365937707
tqwt_minValue_dec_29,0.04385865163213333,0.006690569479812025
tqwt_maxValue_dec_32,0.04371716280537394,0.007698149980391548
app_entropy_shannon_1_coef,0.04353353094540732,0.006210867067352239
Ed2_6_coef,0.04345227064648019,0.013783561603612993
tqwt_stdValue_dec_3,0.043342544985574945,0.004584731421064258
tqwt_entropy_log_dec_24,0.043213716747856665,0.0033934596884262988
det_LT_TKEO_mean_7_coef,0.0428967981522859,0.007896138003816593
tqwt_kurtosisValue_dec_1,0.04280481613242464,0.02343794768723787
tqwt_maxValue_dec_29,0.04247752690546101,0.006655166166977888
tqwt_TKEO_mean_dec_12,0.04245034783081528,0.030083059757646607
app_entropy_shannon_2_coef,0.04226512404805093,0.006052877864751503
tqwt_TKEO_std_dec_15,0.04207194767887848,0.013036211360584436
tqwt_stdValue_dec_1,0.0415182523841174,0.01563354440898209
Ed_1_coef,0.041396123541319704,0.008975239207699576
Ed_3_coef,0.04126994925326747,0.003877236350285868
std_8th_delta,0.04122106251625908,0.009458399362749018
tqwt_TKEO_mean_dec_9,0.0411000356182982,0.011286540711143787
mean_Log_energy,0.041009257504779566,0.008447492171461853
tqwt_energy_dec_36,0.04093911661531359,0.020206500640522058
tqwt_entropy_shannon_dec_15,0.040777482264409096,0.004367544489435704
tqwt_entropy_shannon_dec_5,0.040725559147871584,0.00867919803510735
app_entropy_shannon_3_coef,0.04063562139926425,0.0058439150345098115
det_LT_entropy_log_2_coef,0.04062367493596695,0.0031831708373403775
Ed2_5_coef,0.040545579738835234,0.007856113218971408
tqwt_TKEO_mean_dec_25,0.04039837629792768,0.010029299824788503
det_TKEO_mean_3_coef,0.040367592209116676,0.003831318978855706
det_entropy_log_5_coef,0.040207188876953175,0.004114368974918727
tqwt_entropy_log_dec_35,0.040047623445257634,0.006990584885601106
det_entropy_log_2_coef,0.039704205131771024,0.003125154215936939
Ed2_7_coef,0.039563128650354676,0.008515098792711128
tqwt_stdValue_dec_6,0.039541418198449294,0.011321492495716335
det_TKEO_std_7_coef,0.03924780089403898,0.008846574072664145
tqwt_skewnessValue_dec_11,0.03893530378086109,0.021696463995311742
app_entropy_shannon_4_coef,0.03886453359707966,0.00567109525469763
Ed_9_coef,0.03847758593215969,0.008129947734731188
tqwt_entropy_log_dec_5,0.038468927940017585,0.002108006004525134
std_MFCC_10th_coef,0.03844772768847548,0.010896400857175324
tqwt_entropy_log_dec_20,0.038422768850532155,0.002418412436524442
app_LT_entropy_log_4_coef,0.038146908441709294,0.012428388285374861
tqwt_stdValue_dec_36,0.03804274484023584,0.004886918231867355
tqwt_TKEO_mean_dec_19,0.037899249167314936,0.011623236182214784
tqwt_TKEO_mean_dec_26,0.03780102059676877,0.013773962720117446
tqwt_TKEO_std_dec_2,0.037796653471071875,0.0065174654847343595
VFER_NSR_SEO,0.037770293869391826,0.011555521341028092
tqwt_entropy_log_dec_3,0.03769811733127255,0.0014933756727651107
tqwt_kurtosisValue_dec_14,0.03753939954674094,0.004534580529809026
tqwt_minValue_dec_16,0.03746757844772759,0.005712994349915738
app_entropy_shannon_5_coef,0.03726737691564543,0.005523215065883979
tqwt_kurtosisValue_dec_15,0.03711591281912555,0.011378438818689298
tqwt_maxValue_dec_16,0.03708818669532693,0.006346285296886151
det_LT_TKEO_std_2_coef,0.036866943288013446,0.01028554448684388
det_LT_TKEO_std_1_coef,0.036752532111521664,0.008114556561015509
det_TKEO_mean_7_coef,0.03672436342430118,0.008912581260736872
det_entropy_shannon_1_coef,0.03666528200626684,0.0030578416209089466
Ed_8_coef,0.03634829650447889,0.013411842589336637
tqwt_minValue_dec_26,0.03613435312533113,0.01084526553110496
app_entropy_shannon_6_coef,0.03609682490093007,0.0054244124570821325
tqwt_TKEO_std_dec_26,0.03587143248921766,0.012177371025900564
tqwt_TKEO_mean_dec_2,0.03555599561883269,0.008346671262003355
app_entropy_shannon_7_coef,0.03552459610378203,0.00536198655195166
app_entropy_shannon_8_coef,0.0353555162048643,0.005366716169240495
app_entropy_shannon_9_coef,0.03529095238459099,0.005353967178544661
tqwt_minValue_dec_34,0.03526490992715438,0.005891941939202978
app_entropy_shannon_10_coef,0.03526397009932884,0.005340297228808316
std_MFCC_3rd_coef,0.03523681886031531,0.01081523789608324
Ed_4_coef,0.03505930328629782,0.01771899052595809
app_LT_entropy_log_7_coef,0.03503202799340428,0.0069341620987358864
tqwt_entropy_log_dec_11,0.034627513437564754,0.004088124214775223
tqwt_entropy_log_dec_8,0.034514747168227035,0.001131558497270478
tqwt_maxValue_dec_4,0.034404388859745075,0.006700683856817242
app_entropy_log_1_coef,0.03427804563965582,0.007111441269114394
tqwt_energy_dec_9,0.034276351845075215,0.011496883319488645
tqwt_TKEO_mean_dec_16,0.03418055825527653,0.015770573900829445
tqwt_TKEO_mean_dec_4,0.03382142467910927,0.001985363763333586
det_entropy_shannon_3_coef,0.03370429072504702,0.003488569699254521
app_det_TKEO_mean_10_coef,0.03366820514695327,0.004694266330591389
tqwt_stdValue_dec_17,0.033621612636316536,0.005375260568561017
app_TKEO_std_10_coef,0.033518736475074425,0.004783361515035334
app_TKEO_std_9_coef,0.03323833203613812,0.00493504640061613
tqwt_maxValue_dec_6,0.03322183373120682,0.012031666490302831
tqwt_energy_dec_4,0.033098444951393344,0.006786662880210663
tqwt_stdValue_dec_7,0.03306762196614034,0.005885645896854315
app_det_TKEO_mean_9_coef,0.03291550404332337,0.004646279749763714
tqwt_maxValue_dec_5,0.03288442785481252,0.01261110606422378
app_LT_entropy_log_5_coef,0.032873198495698294,0.008459218200497528
app_det_TKEO_mean_8_coef,0.03287150695615125,0.004614235026089261
tqwt_minValue_dec_28,0.032793328067144925,0.00811528518972954
app_entropy_log_2_coef,0.0324790701669095,0.006654017618124314
tqwt_maxValue_dec_23,0.03224604499611054,0.008836417505364473
std_MFCC_5th_coef,0.03171412337718217,0.009332364367317972
app_entropy_log_3_coef,0.03168249218330145,0.005599777719381405
tqwt_stdValue_dec_15,0.031465112748154,0.0056008952215118426
app_TKEO_std_8_coef,0.03138803392090296,0.004540081560758159
app_det_TKEO_mean_7_coef,0.031239649307976326,0.004434816295565019
tqwt_minValue_dec_21,0.031202337295618648,0.007818937191362512
tqwt_maxValue_dec_25,0.031191929637515648,0.008527437442598507
tqwt_entropy_shannon_dec_23,0.031147371331583712,0.012129896394689482
Ed2_1_coef,0.03088964240328912,0.007705677323711789
tqwt_stdValue_dec_18,0.030863048221792845,0.0076919448499763125
det_LT_entropy_shannon_1_coef,0.030773035447265,0.005789556725025901
app_TKEO_std_7_coef,0.030764469428680385,0.0046430982736005745
tqwt_maxValue_dec_34,0.030566098622595173,0.006368735881206515
tqwt_stdValue_dec_19,0.03053229509389142,0.006597596333957719
tqwt_minValue_dec_7,0.030478544641769318,0.004765213654972735
det_LT_TKEO_mean_1_coef,0.030457135167819616,0.007792372395995753
tqwt_maxValue_dec_26,0.030398116617125454,0.009179817049901657
std_MFCC_7th_coef,0.030369665217584274,0.013065235130397621
tqwt_minValue_dec_2,0.030346924045783336,0.009880413426558014
tqwt_maxValue_dec_28,0.030112755309750307,0.008728435290001129
det_TKEO_std_2_coef,0.029948121243041904,0.010592034906131
tqwt_minValue_dec_6,0.02988758868669227,0.010324311067608708
app_det_TKEO_mean_6_coef,0.02984858156750784,0.0042576932947225084
tqwt_TKEO_std_dec_35,0.029837521097952367,0.010591213550453005
det_LT_entropy_log_5_coef,0.02974256102722611,0.004291331957908443
tqwt_minValue_dec_14,0.029672966091581633,0.005274856142276096
tqwt_energy_dec_18,0.029566930684061986,0.008244028872460387
tqwt_TKEO_std_dec_14,0.02927464478540296,0.010610206956203608
tqwt_energy_dec_16,0.02879195131011806,0.007484575084440424
tqwt_entropy_log_dec_23,0.028778545403611123,0.006063541349962496
tqwt_maxValue_dec_21,0.028739075717655854,0.006973182787948228
tqwt_entropy_log_dec_17,0.02808955461915308,0.004215426004718617
tqwt_maxValue_dec_3,0.027920699170154765,0.005092751915967147
tqwt_stdValue_dec_29,0.027819158964606766,0.006204737897687346
tqwt_stdValue_dec_4,0.02734691517639582,0.0029820941560582547
mean_MFCC_5th_coef,0.02725482346037547,0.00918399021630161
tqwt_stdValue_dec_5,0.027099199789775485,0.009600976696381427
tqwt_TKEO_std_dec_16,0.027093113417309262,0.0057458997596862675
det_TKEO_mean_1_coef,0.027074058933848528,0.00369571073630103
app_det_TKEO_mean_5_coef,0.026936318968058582,0.003996848322899641
det_LT_entropy_shannon_3_coef,0.026894701169006007,0.013623165113084269
tqwt_stdValue_dec_28,0.026708297311888406,0.009296141069844504
tqwt_maxValue_dec_35,0.026417901015389534,0.006022612849436137
tqwt_maxValue_dec_7,0.02636998868280797,0.00856180068023499
tqwt_maxValue_dec_18,0.026031934665950395,0.006021354927355688
det_LT_TKEO_mean_6_coef,0.02600042776675448,0.010357075125209739
f4,0.025909971385943815,0.006186468363352072
app_TKEO_std_3_coef,0.025882594272664143,0.004479617393672254
app_TKEO_std_6_coef,0.025820304232165275,0.0041984720428687354
det_TKEO_mean_4_coef,0.025779592075345314,0.009977699911678153
tqwt_minValue_dec_25,0.02577028962328486,0.00748821587268661
tqwt_entropy_log_dec_16,0.025524500232442737,0.001498685526323817
tqwt_TKEO_mean_dec_14,0.02540475220782489,0.00566469553511359
det_LT_TKEO_mean_8_coef,0.02532111909654657,0.005800018639889717
tqwt_entropy_log_dec_29,0.025140723127276894,0.00811879513089842
tqwt_TKEO_std_dec_4,0.024855527411893563,0.0057485277176360285
tqwt_entropy_log_dec_2,0.024784987843601152,0.0018404582603875673
Ed_6_coef,0.0246001028146621,0.01057953633047529
tqwt_entropy_log_dec_33,0.024483998100647126,0.0037792924480958313
tqwt_entropy_log_dec_14,0.024432776522273943,0.0032799753770826044
tqwt_entropy_shannon_dec_14,0.02437938460523878,0.007392115570020247
det_TKEO_std_9_coef,0.024109091162944185,0.006715196232218949
app_TKEO_std_5_coef,0.02395063880545886,0.004122109810937649
tqwt_TKEO_mean_dec_28,0.02389685706036235,0.011020405747996145
tqwt_minValue_dec_4,0.023829259797706715,0.0063154054063685044
tqwt_minValue_dec_5,0.023774818202225087,0.010228973597255941
app_TKEO_std_1_coef,0.023658693237104834,0.0028160655669604152
tqwt_TKEO_mean_dec_29,0.02361431807400454,0.003407248860955405
tqwt_entropy_log_dec_9,0.023432070173769054,0.001209232520078045
app_LT_entropy_shannon_1_coef,0.023420888062440026,0.002632315278437099
det_entropy_shannon_2_coef,0.023362933248104505,0.003765889897527191
det_entropy_shannon_4_coef,0.02321349934387721,0.0077291317463882014
tqwt_entropy_log_dec_15,0.023201776493986814,0.0032744259670989665
tqwt_TKEO_std_dec_19,0.023144430740295926,0.004456751677610869
tqwt_entropy_shannon_dec_9,0.023108374488595203,0.007444123383108672
det_LT_TKEO_mean_3_coef,0.022908201082600388,0.013121677615202193
app_det_TKEO_mean_4_coef,0.02285355241174027,0.003609054285449877
det_TKEO_mean_6_coef,0.022838764142285303,0.0076276750395373235
tqwt_entropy_shannon_dec_18,0.022684588308847897,0.0032856938767758495
std_MFCC_2nd_coef,0.02266022819027064,0.008140326373817444
app_entropy_log_4_coef,0.022523293661179868,0.004698383199881122
app_LT_entropy_shannon_2_coef,0.0223608131009021,0.002793438818744288
tqwt_entropy_log_dec_30,0.022030375865225615,0.00920228631500517
tqwt_minValue_dec_23,0.021949478492467527,0.007815798756452377
tqwt_TKEO_std_dec_18,0.021878388961868493,0.004366824274241108
tqwt_meanValue_dec_36,0.021781062086571386,0.0048522799329835924
tqwt_minValue_dec_24,0.021768834317511407,0.00651100781462899
tqwt_entropy_log_dec_18,0.0217593223981646,0.006299111785369098
tqwt_entropy_shannon_dec_19,0.021631571216461316,0.008330510946165633
tqwt_entropy_log_dec_7,0.021574293902242525,0.0026994700032068547
tqwt_stdValue_dec_26,0.021523669923977015,0.0074267878238721075
IMF_NSR_SEO,0.021512857875523005,0.005512155283869479
tqwt_maxValue_dec_24,0.021496411421696244,0.007147910978516929
app_TKEO_std_2_coef,0.021481061223074173,0.0030618911737371086
app_det_TKEO_mean_1_coef,0.02135642274345021,0.0028373344201724038
tqwt_entropy_shannon_dec_8,0.021340666785870682,0.008281877770547409
tqwt_minValue_dec_3,0.021337903151765182,0.005134773404796349
app_LT_entropy_shannon_3_coef,0.02125949194283349,0.002930586951377066
app_LT_entropy_log_6_coef,0.02084880480968995,0.004878208853138539
tqwt_entropy_log_dec_25,0.020609020495837484,0.005747309733164119
det_entropy_log_1_coef,0.020518595384171896,0.006518971100432371
tqwt_maxValue_dec_2,0.02038641753583335,0.005731670200242748
tqwt_energy_dec_17,0.02028463659907647,0.012469187110723019
tqwt_entropy_shannon_dec_4,0.02019689356268415,0.004405526046009844
det_LT_entropy_log_1_coef,0.020030306911598177,0.0052615984897181065
Ed2_8_coef,0.020002743652455857,0.005170845835842325
tqwt_maxValue_dec_8,0.019920853803704563,0.005162373144719428
tqwt_entropy_log_dec_6,0.01991196768191664,0.0028953653657847484
app_TKEO_std_4_coef,0.01979060188845802,0.00408052135756348
tqwt_entropy_log_dec_19,0.01978147786965622,0.005957523320883315
mean_MFCC_10th_coef,0.01969294765687204,0.006275977960534934
tqwt_minValue_dec_9,0.01968873428631561,0.006510645187528011
Ed_5_coef,0.01954237568893081,0.0028542042143900755
tqwt_stdValue_dec_14,0.019535635266354278,0.005666210469300338
RPDE,0.019135802038350514,0.00623652655774726
tqwt_minValue_dec_19,0.019015461279245544,0.007407338531919421
det_TKEO_mean_9_coef,0.018965412607852103,0.007102337274417441
Ed2_3_coef,0.018935384172800253,0.012373899066891729
tqwt_entropy_log_dec_34,0.0189329509988683,0.00614690266334146
app_LT_entropy_shannon_4_coef,0.018897074511234006,0.0032849104875433783
tqwt_TKEO_mean_dec_22,0.018700044572083886,0.009952836291826096
det_TKEO_std_4_coef,0.018624838268434987,0.00915596696249796
tqwt_entropy_shannon_dec_20,0.018519033292338474,0.007779546018448307
tqwt_minValue_dec_18,0.018517401721000228,0.004818319358862668
det_LT_TKEO_std_8_coef,0.018282380173471176,0.006067671593778891
tqwt_minValue_dec_8,0.018193104749133937,0.006005553670591399
app_entropy_log_5_coef,0.018121631458742342,0.003991503983246922
tqwt_TKEO_std_dec_22,0.018052501551042124,0.006150333508945971
tqwt_stdValue_dec_25,0.01804160839180908,0.0064521687836131365
tqwt_maxValue_dec_31,0.0178275452280115,0.004112638655216902
det_TKEO_mean_2_coef,0.017701121603466298,0.004293430169014797
tqwt_maxValue_dec_19,0.01746657093867847,0.008261005397473074
tqwt_stdValue_dec_30,0.017457007510722097,0.008339956954890126
tqwt_minValue_dec_22,0.017449511348474694,0.006107610581280365
app_LT_entropy_shannon_5_coef,0.017389797568039215,0.0035488997203512794
tqwt_entropy_shannon_dec_22,0.01727752953111642,0.008767425663941729
tqwt_minValue_dec_32,0.01723164316807179,0.006661119010347785
tqwt_entropy_shannon_dec_2,0.01701409286819177,0.005759967356822988
tqwt_stdValue_dec_24,0.016868298125736148,0.0034634874374800217
det_entropy_shannon_9_coef,0.016515902180749983,0.0050761279174952574
tqwt_maxValue_dec_9,0.016422291657129724,0.008638969271132281
app_LT_TKEO_std_9_coef,0.016363483047078103,0.0037441076005371205
app_det_TKEO_mean_3_coef,0.01633430476594508,0.0035795249964898565
tqwt_maxValue_dec_22,0.01630005997841405,0.00573728357603914
app_LT_TKEO_mean_3_coef,0.016272770766214514,0.0028067372738658832
app_LT_entropy_shannon_6_coef,0.016217882321871394,0.003807490732852904
app_LT_TKEO_mean_1_coef,0.016081965699451285,0.00623543391624676
det_TKEO_std_3_coef,0.015908506143115078,0.006147669765854646
app_LT_entropy_shannon_7_coef,0.01578589178134148,0.0038460414358938966
tqwt_entropy_log_dec_28,0.01572811667689255,0.006291903265630967
det_entropy_shannon_10_coef,0.01563823879991971,0.006729290720709146
app_LT_TKEO_mean_4_coef,0.015563981831454876,0.002966254088605837
app_LT_TKEO_std_10_coef,0.015509713092393348,0.003567454505691836
app_LT_entropy_shannon_8_coef,0.015502136975493552,0.004060668122805872
app_LT_entropy_shannon_9_coef,0.015486025330730194,0.004065589993934952
app_LT_entropy_shannon_10_coef,0.015471898006687319,0.00406798640216624
f2,0.015442699821844732,0.00428274338004808
app_LT_TKEO_mean_10_coef,0.015360148116703571,0.0035111299421313313
Ed_2_coef,0.01534647164661369,0.0069937668958332515
app_entropy_log_7_coef,0.015137578169174376,0.004020521610678422
DFA,0.014845946306589683,0.0033620244519806533
tqwt_entropy_log_dec_31,0.014833917196844949,0.004943014503890483
app_LT_TKEO_mean_9_coef,0.014713533109067029,0.0034379114549239293
app_LT_entropy_log_10_coef,0.014638968558232981,0.0033898618682911153
app_LT_entropy_log_8_coef,0.014633781674133619,0.003389649666036246
app_LT_TKEO_mean_8_coef,0.014632069203497383,0.0034109212819854328
app_LT_entropy_log_9_coef,0.014628496969300676,0.003386489745326813
app_LT_TKEO_std_7_coef,0.014419368156789092,0.003561632542136232
tqwt_maxValue_dec_30,0.01434975384097829,0.005659250492844455
app_LT_TKEO_mean_7_coef,0.01431941854190715,0.0038512461446445255
tqwt_entropy_log_dec_13,0.014163143073655923,0.0037490194686931747
det_LT_TKEO_mean_2_coef,0.01400545991106833,0.005426358992978479
app_LT_TKEO_mean_5_coef,0.013972475745209134,0.003491287313374468
mean_MFCC_0th_coef,0.013891612698394404,0.005280774829986941
app_entropy_log_6_coef,0.013881964593624155,0.0038351439254887256
det_TKEO_mean_10_coef,0.013818027583227116,0.006350117340951028
app_LT_TKEO_std_3_coef,0.01366940157843791,0.002707394125160711
app_entropy_log_10_coef,0.013407890704035775,0.003289237626780947
app_entropy_log_8_coef,0.013374663638372353,0.0032912981167468624
app_entropy_log_9_coef,0.013374296045567158,0.0032880796255871747
mean_MFCC_2nd_coef,0.013272007940974356,0.007445626791196319
tqwt_minValue_dec_31,0.013267246606377302,0.004365900238666361
app_LT_TKEO_mean_6_coef,0.013192795792202745,0.0036838553890308086
app_LT_TKEO_mean_2_coef,0.013114379435013496,0.0053480230989128375
tqwt_entropy_log_dec_22,0.013033593869044286,0.0036727836788047336
tqwt_stdValue_dec_8,0.012991013427274194,0.005585457029613403
app_det_TKEO_mean_2_coef,0.012827893283568537,0.0029350042632404483
app_LT_TKEO_std_8_coef,0.012816215500732503,0.003305017011812036
app_LT_TKEO_std_5_coef,0.012789315398327556,0.003068418892148902
det_TKEO_std_10_coef,0.012746128491303233,0.0057284159532269684
app_LT_TKEO_std_6_coef,0.01154541267002547,0.0028480605454162607
app_LT_TKEO_std_4_coef,0.01151952957541954,0.002207857517195908
IMF_NSR_entropy,0.011348003684040162,0.005045302053881878
tqwt_minValue_dec_15,0.011293162721843795,0.0022129559939433724
tqwt_entropy_shannon_dec_17,0.010951393778343097,0.003941447647740119
Ed2_2_coef,0.010868133547399088,0.006578388153827961
tqwt_minValue_dec_30,0.010670698682932783,0.005135575888428269
tqwt_maxValue_dec_15,0.009929753796463422,0.002092312497348936
app_LT_TKEO_std_2_coef,0.009904166126514832,0.002654555137088529
tqwt_stdValue_dec_16,0.009502107300512957,0.0043822815451770815
tqwt_stdValue_dec_9,0.009477023691978186,0.002333516080383541
tqwt_entropy_log_dec_12,0.009006743893611183,0.0035426493236100647
tqwt_entropy_log_dec_10,0.008831970783763764,0.0009613274219892886
tqwt_entropy_log_dec_36,0.008736555128389929,0.0018381882871347155
tqwt_stdValue_dec_2,0.008550425404492256,0.002393696552365944
tqwt_entropy_shannon_dec_16,0.008336803196384815,0.003943847893252693
app_LT_TKEO_std_1_coef,0.008198594719009644,0.0026368091466599498
det_LT_entropy_shannon_8_coef,0.006679868851846687,0.0014753189795113308
tqwt_stdValue_dec_22,0.005740845679513596,0.0013760298255454343
